Gene ID	Gene Name	ERR3452819	ERR3452821	ERR3452822	ERR3452820	ERR3452816	ERR3452817	ERR3452823	ERR3452818	ERR3452815
WBGene00000510	cka-2	116	205	134	116	133	158	97	93	169
WBGene00000511	ckb-1	80	119	95	103	105	138	72	65	118
WBGene00000512	ckb-2	1203	1259	1044	1000	1884	2422	979	1019	1812
WBGene00000513	ckb-3	1	11	10	4	6	10	5	2	14
WBGene00000514	ckb-4	222	284	188	208	212	254	190	180	251
WBGene00000515	ckc-1	623	801	617	717	881	1149	449	548	986
WBGene00000516	cki-1	80	245	212	52	41	81	188	63	51
WBGene00000517	cki-2	1390	1611	1247	1407	1101	1252	1119	1208	1116
WBGene00000518	ckk-1	74	159	106	64	68	101	98	56	70
WBGene00000519	cku-70	1402	1466	1231	1347	1135	1269	1199	1132	1173
WBGene00000520	cku-80	1719	1577	1241	1609	1374	1459	964	1485	1365
WBGene00000521	cky-1	0	8	9	0	0	2	2	0	0
WBGene00000522	clc-1	195	507	396	203	317	534	260	156	386
WBGene00000523	clc-2	58	101	74	50	52	59	58	51	61
WBGene00000524	clc-3	97	144	124	88	85	105	113	88	98
WBGene00000525	clc-4	4	3	1	8	7	13	8	2	7
WBGene00000526	clc-5	72	118	79	60	53	83	58	52	67
WBGene00000527	cle-1	1607	2197	1737	1622	1704	2012	1495	1534	1830
WBGene00000528	clh-1	1531	1793	1380	1573	1638	2101	1184	1470	1811
WBGene00000529	clh-2	43	166	124	42	56	102	97	45	48
WBGene00000530	clh-3	541	700	516	541	477	572	426	508	439
WBGene00000531	clh-4	64	143	98	47	50	61	71	43	49
WBGene00000532	clh-5	2643	2275	1729	2635	2377	2603	1347	2433	2291
WBGene00000533	clh-6	1246	1362	1006	1311	1193	1251	783	1122	1114
WBGene00000534	cpi-2	2272	2565	2141	2322	2340	2557	1937	2062	2450
WBGene00000535	cpi-1	1597	1897	1726	1683	3860	4266	1534	1525	3880
WBGene00000536	clk-1	726	969	850	786	846	934	638	716	925
WBGene00000537	clk-2	1360	1342	957	1314	1062	1224	852	1145	1074
WBGene00000539	cln-3.1	392	378	294	341	140	169	168	308	147
WBGene00000540	cln-3.2	330	436	317	316	300	400	225	314	314
WBGene00000541	cln-3.3	158	259	186	164	58	84	122	109	72
WBGene00000542	clp-1	4827	8445	6468	5046	4917	6073	5146	4622	5368
WBGene00000543	clp-2	1205	1113	862	1163	1006	1235	578	1074	1040
WBGene00000544	clp-3	76	380	280	94	77	129	228	62	95
WBGene00000545	clp-4	642	946	718	595	766	882	690	577	848
WBGene00000546	clp-6	217	891	706	273	201	359	617	199	286
WBGene00000547	clp-7	2494	2658	2168	2479	2163	2721	1916	2176	2434
WBGene00000548	clr-1	2783	2692	2145	2748	2251	2564	1620	2456	2224
WBGene00000549	cls-2	1642	1737	1302	1744	1676	1758	1207	1557	1755
WBGene00000550	clu-1	7185	7550	5841	7380	8251	9555	4362	6631	8907
WBGene00000551	clx-1	0	0	0	0	0	0	0	0	0
WBGene00000552	cmd-1	5852	8394	6498	5926	5342	6440	5841	5418	5549
WBGene00000553	cmk-1	55	98	96	54	71	64	70	64	58
WBGene00000554	cnb-1	617	1267	1025	676	731	863	883	575	823
WBGene00000555	cnc-1	0	0	0	0	0	0	0	0	0
WBGene00000556	cnc-2	30	106	91	30	5	5	108	18	14
WBGene00000557	cnc-3	58	37	16	56	58	62	29	72	44
WBGene00000558	cnc-4	24	225	307	48	19	46	349	41	18
WBGene00000559	cnc-5	0	0	1	0	0	0	1	0	0
WBGene00000560	cnc-6	0	0	0	0	0	1	2	1	0
WBGene00000561	cnd-1	8	0	5	2	2	6	2	9	5
WBGene00000562	cng-1	46	60	51	38	55	55	42	37	42
WBGene00000563	cng-3	5	7	8	2	2	4	2	0	2
WBGene00000564	cnk-1	1738	1679	1262	1819	1469	1616	1049	1509	1573
WBGene00000565	cnt-1	1188	1501	1217	1182	1039	1231	1087	1046	1136
WBGene00000566	cnt-2	1416	1684	1257	1540	1229	1397	1156	1270	1356
WBGene00000567	cnx-1	5789	5757	4275	5880	5330	5945	3611	5194	5284
WBGene00000583	cof-2	55	93	86	63	64	73	45	30	64
WBGene00000584	cog-1	23	78	56	19	19	36	52	25	24
WBGene00000585	cogc-2	2379	2476	1866	2440	2110	2426	1440	2217	2207
WBGene00000591	coh-1	442	432	310	439	322	369	265	381	329
WBGene00000592	coh-3	900	992	850	996	816	908	750	847	866
WBGene00000593	col-2	2	5	3	3	1	3	1	1	0
WBGene00000594	col-3	1	68	30	4	4	13	41	3	8
WBGene00000596	col-7	6	306	231	5	24	83	204	8	52
WBGene00000597	col-8	29207	16150	12450	31515	35792	35821	12941	25811	37239
WBGene00000598	col-9	0	1	0	0	2	0	0	0	3
WBGene00000599	col-10	72	1117	723	105	135	291	669	55	150
WBGene00000601	col-12	43	2038	1583	80	153	477	1279	66	278
WBGene00000602	col-13	37	1250	970	61	121	303	757	49	209
WBGene00000603	col-14	104	6209	4395	87	196	982	4625	81	252
WBGene00000606	col-17	57	972	596	24	59	243	624	25	33
WBGene00000608	col-19	49353	53752	42407	56273	53400	60557	43055	41686	60752
WBGene00000609	col-20	66537	65243	53557	72432	77137	86628	54921	55753	86632
WBGene00000610	col-33	1	87	43	1	3	8	62	3	5
WBGene00000611	col-34	155	810	549	169	212	321	620	162	278
WBGene00000612	col-35	2	1	0	2	4	6	1	1	3
WBGene00000613	col-36	0	0	0	0	0	0	0	0	0
WBGene00000614	col-37	0	0	0	0	0	0	0	0	0
WBGene00000615	col-38	124	4620	2970	78	160	726	3701	87	167
WBGene00000616	col-39	314	19675	15182	628	1654	4748	13676	465	3306
WBGene00000617	col-40	1	0	1	0	1	6	1	3	2
WBGene00000618	col-41	12	44	43	23	10	32	25	6	6
WBGene00000620	col-43	5	8	6	15	23	31	9	4	28
WBGene00000621	col-44	0	0	1	0	2	0	0	1	0
WBGene00000622	col-45	14	11	6	9	11	19	7	6	14
WBGene00000623	col-46	2	21	17	0	2	4	22	0	2
WBGene00000624	col-47	0	4	8	0	0	4	8	1	1
WBGene00000625	col-48	40	1733	1256	40	119	358	1547	47	76
WBGene00000626	col-49	68	2763	1612	60	134	436	1967	35	109
WBGene00000627	col-50	1	1	0	0	0	0	0	0	0
WBGene00000628	col-51	0	0	0	0	0	0	0	0	1
WBGene00000629	col-52	0	3	3	0	5	2	1	4	1
WBGene00000630	col-53	26	68	50	14	17	30	35	29	29
WBGene00000631	col-54	5	32	38	3	4	5	31	0	7
WBGene00000632	col-55	1	0	0	0	0	0	0	0	0
WBGene00000633	col-56	0	0	3	0	0	0	1	0	0
WBGene00000634	col-58	12	300	212	25	40	68	221	13	21
WBGene00000636	col-60	54	4380	2917	69	135	670	2487	32	249
WBGene00000637	col-61	1	151	95	11	10	37	101	6	12
WBGene00000638	col-62	3	690	479	18	70	179	410	20	124
WBGene00000639	col-63	99	4075	2338	69	190	592	3207	71	185
WBGene00000640	col-64	5	7	9	10	7	4	5	10	8
WBGene00000641	col-65	18	1840	1172	28	26	205	1285	8	63
WBGene00000642	col-66	0	0	0	0	1	0	0	0	1
WBGene00000644	col-68	35	98	56	38	46	90	68	20	62
WBGene00000645	col-69	11	118	56	7	3	5	60	5	11
WBGene00000646	H17B01.2	0	73	61	2	7	15	66	1	12
WBGene00000647	col-71	116	3568	2331	73	163	645	3106	69	170
WBGene00000648	col-72	1	9	0	1	0	1	1	1	0
WBGene00000649	col-73	116	5126	3267	69	222	897	3884	77	196
WBGene00000650	col-74	10	2	5	1	7	10	3	3	4
WBGene00000651	col-75	0	8	7	0	0	0	7	0	0
WBGene00000652	col-76	141	452	278	158	192	209	285	142	160
WBGene00000653	col-77	115	10921	7045	181	300	1502	7464	101	472
WBGene00000654	col-78	0	3	0	0	1	0	0	1	0
WBGene00000655	col-79	6	292	201	6	17	99	252	8	23
WBGene00000656	col-80	28077	43784	35313	33178	40469	46893	35013	25332	47633
WBGene00000657	col-81	8791	61475	51978	17077	29132	42858	49100	10315	41723
WBGene00000658	col-83	0	16	14	6	4	13	15	5	5
WBGene00000659	col-84	4	3	6	9	10	8	4	4	7
WBGene00000660	col-85	3	3	2	3	1	0	3	1	2
WBGene00000661	col-86	11	5	9	2	2	5	6	3	0
WBGene00000662	col-87	3	1	5	3	1	2	2	4	2
WBGene00000663	col-88	16	6131	4204	119	87	828	3920	26	219
WBGene00000664	col-89	14	311	239	18	25	64	216	11	24
WBGene00000665	col-90	21	382	280	27	36	88	216	11	34
WBGene00000666	col-91	10	3894	2703	64	102	632	2427	29	225
WBGene00000667	col-92	311	2765	2245	511	974	1387	2027	363	1200
WBGene00000668	col-93	12048	17983	14246	13533	14845	18194	14314	11034	17648
WBGene00000669	col-94	335	582	505	271	321	182	634	99	282
WBGene00000670	col-95	1470	1312	1179	1485	1138	869	1258	1465	1024
WBGene00000671	col-96	537	1419	1193	638	630	858	1196	484	882
WBGene00000672	col-97	72	3878	2673	65	136	576	3165	53	131
WBGene00000673	col-98	14180	8132	5884	15982	17889	17930	6591	12256	18966
WBGene00000674	col-99	75	190	142	72	89	143	117	75	96
WBGene00000675	col-101	17896	5670	4544	18252	22755	20969	4601	16387	22181
WBGene00000676	col-102	0	0	0	1	1	0	0	0	0
WBGene00000677	col-103	12383	7629	5896	14023	14517	15293	6440	10881	15501
WBGene00000678	col-104	82	4769	3005	94	135	772	3291	77	190
WBGene00000679	col-105	0	11	5	0	1	3	1	0	1
WBGene00000680	col-106	33460	40064	32464	37936	36137	41039	33059	29841	40782
WBGene00000681	col-107	91	4358	2744	84	176	535	3291	49	190
WBGene00000682	col-108	0	0	0	0	0	0	1	0	1
WBGene00000683	col-109	32	1756	1152	19	64	341	1464	39	77
WBGene00000684	col-110	22	275	242	21	59	132	256	30	68
WBGene00000685	col-111	45	684	537	38	50	105	587	40	72
WBGene00000687	col-113	22	1234	971	38	46	167	867	19	68
WBGene00000688	col-114	1	0	1	0	0	0	0	2	0
WBGene00000689	col-115	2	262	199	4	12	54	179	3	11
WBGene00000690	col-116	31	8	7	26	13	20	8	10	13
WBGene00000691	col-117	0	55	42	2	4	11	50	0	12
WBGene00000692	col-118	888	3637	3135	1033	1077	1652	2930	762	1508
WBGene00000693	col-119	52661	41227	32537	55262	57678	61890	33573	44686	61934
WBGene00000694	col-120	23	2702	1930	61	65	502	1719	13	126
WBGene00000695	col-121	1	1	2	2	1	2	5	0	1
WBGene00000696	col-122	58389	70094	60981	61741	62063	72033	60970	51518	72952
WBGene00000697	col-123	6	12	12	3	8	11	6	5	7
WBGene00000698	col-124	66646	81851	65893	75236	83223	95935	64558	57530	94667
WBGene00000699	col-125	98	7157	4604	174	327	1051	4706	94	522
WBGene00000700	col-126	0	2	1	0	0	0	2	0	0
WBGene00000701	col-127	0	1	0	1	0	1	2	0	0
WBGene00000702	col-128	99	271	194	113	172	178	159	93	163
WBGene00000703	col-129	13682	66575	61859	22302	33593	47242	54505	14964	46474
WBGene00000704	col-130	29	3420	2210	38	86	396	2280	34	139
WBGene00000705	col-131	1	66	41	2	5	10	61	1	3
WBGene00000706	col-132	2	4	10	1	3	5	3	3	5
WBGene00000707	col-133	213	15720	11386	628	1497	3955	10870	385	2683
WBGene00000708	col-135	626	227	176	649	392	434	165	665	327
WBGene00000709	col-136	0	0	0	0	0	0	0	0	0
WBGene00000710	col-137	2	1449	941	26	46	205	736	7	104
WBGene00000711	col-138	138	5825	3516	96	219	953	4492	77	228
WBGene00000712	col-139	11197	66990	55238	19945	30563	43505	54253	12412	42636
WBGene00000713	col-140	48164	55575	45298	51901	52644	59604	47471	41223	59478
WBGene00000714	col-141	81	336	299	129	153	163	264	69	174
WBGene00000715	col-142	4411	9749	8261	6491	9038	10308	7539	4383	11700
WBGene00000716	col-143	14927	5947	4347	15827	17373	17509	4787	13018	18636
WBGene00000717	col-144	74	1218	780	128	113	323	849	56	215
WBGene00000718	col-145	16	4064	2696	57	102	488	2531	22	199
WBGene00000719	col-146	30	3977	2867	67	202	707	2513	50	428
WBGene00000720	col-147	326	7589	5993	850	1932	4056	5772	427	3626
WBGene00000721	col-148	0	2	2	0	0	0	2	0	1
WBGene00000722	col-149	144	3701	2682	473	1174	2007	1998	283	2074
WBGene00000723	col-150	69	1290	975	119	151	305	847	85	231
WBGene00000724	col-151	1	4	4	0	1	0	4	1	1
WBGene00000725	col-152	3	231	133	5	4	28	115	0	6
WBGene00000726	col-153	202	480	411	230	206	263	332	189	205
WBGene00000727	col-154	5	171	121	7	15	24	153	1	13
WBGene00000728	col-155	204	780	635	216	258	363	566	192	331
WBGene00000729	col-156	3	956	729	13	17	128	622	2	27
WBGene00000730	col-157	18	828	453	22	31	122	490	10	50
WBGene00000731	col-158	36	3	7	24	36	31	4	28	34
WBGene00000732	col-159	1582	12235	10396	2749	4692	7209	10674	1996	6302
WBGene00000733	col-160	14644	28159	23196	16718	18176	22702	21898	12939	21914
WBGene00000734	col-161	21	4601	2796	70	168	659	2758	21	258
WBGene00000735	col-162	25	2662	1654	31	63	349	1658	18	134
WBGene00000736	col-163	0	3	3	1	2	3	1	0	7
WBGene00000737	col-164	0	0	0	0	0	1	0	0	0
WBGene00000738	col-165	0	0	0	0	0	0	2	0	0
WBGene00000739	col-166	213	1285	1044	333	394	573	989	231	453
WBGene00000740	col-167	14	987	671	29	84	158	586	22	86
WBGene00000741	col-168	1	264	154	11	11	30	219	4	26
WBGene00000742	col-169	1	245	113	13	23	46	187	7	32
WBGene00000743	col-170	2	174	111	2	3	17	82	1	9
WBGene00000744	col-171	0	0	0	0	0	0	0	0	0
WBGene00000745	col-172	2	82	54	5	4	17	72	1	6
WBGene00000746	col-173	13	294	168	5	15	43	259	9	20
WBGene00000747	col-174	8	207	96	9	6	32	100	4	6
WBGene00000748	col-175	91	4015	2454	81	132	605	2970	59	143
WBGene00000749	col-176	18	100	36	43	27	47	49	14	29
WBGene00000750	col-177	17	84	46	17	21	27	43	13	27
WBGene00000751	col-178	17042	19145	15018	19393	21722	24444	14721	15543	24167
WBGene00000752	col-179	4812	4088	3233	5075	5324	5798	2971	4218	5945
WBGene00000753	col-180	17	2688	1732	81	316	710	1636	37	517
WBGene00000754	col-181	61898	76557	63303	69613	77550	87332	60860	56908	86086
WBGene00000755	col-182	3	216	188	1	9	36	233	6	4
WBGene00000756	col-183	0	1	2	0	0	2	2	1	0
WBGene00000757	col-184	37179	43543	35777	42619	43000	49269	36209	33385	48543
WBGene00000758	col-185	0	0	0	0	0	0	0	0	0
WBGene00000759	col-186	76	569	493	87	92	164	411	68	136
WBGene00000760	col-187	3	10	15	8	6	6	7	2	6
WBGene00000761	coq-1	850	1427	1104	885	1036	1404	844	781	1174
WBGene00000762	coq-2	719	921	788	728	772	830	660	589	856
WBGene00000763	coq-3	529	625	520	473	465	626	503	449	570
WBGene00000764	coq-4	399	460	415	405	440	476	339	344	465
WBGene00000765	coq-5	1916	1795	1326	1972	1936	2178	1192	1630	2134
WBGene00000766	coq-6	627	907	728	590	598	793	659	554	705
WBGene00000767	coq-8	2002	2212	1690	2045	2201	2603	1446	1675	2247
WBGene00000768	cor-1	371	713	528	438	667	817	467	392	703
WBGene00000770	cpb-1	1093	1226	945	1000	859	952	793	968	843
WBGene00000771	cpb-2	124	746	634	169	169	239	576	119	214
WBGene00000772	cpb-3	5444	5496	4233	5585	4494	4934	3418	4994	4782
WBGene00000773	cpf-1	2063	1836	1494	2217	1759	1929	1377	1788	1902
WBGene00000774	cpf-2	1265	1218	965	1253	1020	1111	893	1037	1153
WBGene00000775	cpin-1	148	204	187	184	200	289	96	173	211
WBGene00000776	cpl-1	25077	20370	14988	25744	25663	29456	15366	22823	23900
WBGene00000777	cpn-1	5657	6695	5282	5592	4626	5082	4581	4824	4808
WBGene00000778	cpn-2	50	133	118	68	63	59	113	46	66
WBGene00000779	cpn-3	5693	7584	5951	5699	6940	8375	5979	5367	7080
WBGene00000780	cpn-4	626	1525	1205	724	818	910	1302	636	868
WBGene00000781	cpr-1	17022	20168	20068	14636	1743	2164	20098	15160	1581
WBGene00000782	cpr-2	0	1	0	0	1	0	0	1	0
WBGene00000783	cpr-3	103	410	281	128	313	662	206	97	364
WBGene00000784	cpr-4	15262	23107	22112	14430	11277	13417	21492	14132	10961
WBGene00000785	cpr-5	9906	12403	8687	9887	9388	12641	9560	9437	9728
WBGene00000786	cpr-6	11414	8943	6007	11795	12533	13935	6390	10398	11410
WBGene00000787	cps-6	1025	1503	1308	1172	1283	1403	1294	897	1342
WBGene00000788	cpz-1	4571	5109	3716	5039	6215	6976	4218	4269	5649
WBGene00000789	cpz-2	713	2758	2038	836	1056	1489	1871	655	1174
WBGene00000792	crb-1	140	218	192	147	164	187	166	150	161
WBGene00000793	crh-1	596	680	529	585	499	562	424	539	519
WBGene00000794	crn-1	2862	2374	2024	2827	2341	2480	1965	2533	2415
WBGene00000795	crn-2	352	417	343	334	327	359	350	278	309
WBGene00000796	crn-3	3720	3461	2792	3753	3134	3532	2271	3181	3301
WBGene00000797	crn-4	325	372	274	328	268	303	285	305	308
WBGene00000798	crn-5	576	564	453	608	481	548	413	423	476
WBGene00000799	crn-6	206	228	186	183	108	154	116	177	142
WBGene00000800	cars-1	3967	4486	3554	4260	3885	4337	3225	3687	3983
WBGene00000801	cars-2	137	146	101	162	151	173	100	127	172
WBGene00000802	crt-1	22668	37944	26610	23572	24789	32224	27096	19925	26620
WBGene00000803	csb-1	541	462	351	475	396	435	249	463	426
WBGene00000804	csc-1	1545	1545	1189	1579	1168	1267	1265	1334	1374
WBGene00000812	csk-1	1544	1522	1128	1502	1518	1577	1029	1381	1565
WBGene00000813	csn-1	2137	2036	1638	2140	1698	1724	1331	1847	1612
WBGene00000814	csn-2	3027	2622	2058	2933	2182	2677	1409	2645	2144
WBGene00000815	csn-3	2598	2170	1680	2574	2114	2301	1472	2206	2155
WBGene00000816	csn-4	1841	1855	1455	1971	1702	1834	1099	1676	1748
WBGene00000817	csn-5	2045	2017	1509	2137	1793	1749	1450	1838	1860
WBGene00000818	csn-6	1548	1611	1447	1657	1501	1553	1394	1370	1413
WBGene00000819	csp-1	19	73	66	26	22	27	49	16	20
WBGene00000820	csp-2	35	180	149	76	41	62	105	30	49
WBGene00000821	csp-3	1	4	6	0	2	3	6	1	0
WBGene00000822	csq-1	2199	5660	4261	2618	2136	2725	4215	2027	2367
WBGene00000829	ctb-1	19978	14669	10816	13369	7369	9504	5937	16695	7064
WBGene00000830	ctl-1	7	19	10	7	2	2	7	5	5
WBGene00000831	ctl-2	928	2374	1695	984	462	643	1568	969	500
WBGene00000832	ctn-1	336	585	429	362	377	482	358	327	434
WBGene00000833	cts-1	19590	28021	22966	19976	20285	24885	20535	17896	22331
WBGene00000834	cua-1	2295	2398	1627	2227	2391	2707	1379	2104	2334
WBGene00000835	cuc-1	1125	1968	1402	1172	2208	2798	1191	1038	2691
WBGene00000836	cul-1	3554	3007	2362	3498	2943	3137	2095	3133	3014
WBGene00000837	cul-2	3951	3837	2916	3735	2991	3385	2658	3426	3083
WBGene00000838	cul-3	5863	6006	4533	6019	5187	5695	3959	5492	5425
WBGene00000839	cul-4	2206	2325	1766	2253	1813	1966	1238	2006	1882
WBGene00000840	cul-5	2205	2331	1592	2283	1862	2151	1303	2095	1955
WBGene00000841	cul-6	140	156	122	130	206	279	80	115	230
WBGene00000843	cup-2	2396	2371	2020	2400	2103	2291	1856	2104	2228
WBGene00000845	cup-4	225	373	256	244	268	318	160	221	290
WBGene00000846	cup-5	2074	1717	1302	2043	1497	1788	907	1892	1608
WBGene00000851	cut-1	2	2	4	13	3	4	2	0	1
WBGene00000853	cut-6	5	8	4	4	6	4	5	3	4
WBGene00000854	cux-7	1233	1186	946	1291	1096	1248	903	1112	1144
WBGene00000857	cwn-1	163	236	171	163	219	257	165	142	227
WBGene00000858	cwn-2	35	65	47	32	33	56	48	38	35
WBGene00000859	cwp-1	0	3	0	2	4	2	6	0	7
WBGene00000860	cwp-2	0	2	0	2	0	1	7	3	0
WBGene00000861	cwp-3	1	2	0	1	0	1	1	0	0
WBGene00000862	cwp-4	12	24	15	9	18	14	11	11	6
WBGene00000863	cya-1	2284	1888	1487	2155	1817	2007	1120	1982	1687
WBGene00000864	cya-2	5	11	7	7	30	23	3	12	19
WBGene00000865	cyb-1	6273	8049	6575	6242	4924	5704	6156	5528	5435
WBGene00000866	cyb-2.1	2563	1836	1365	2449	1858	1950	1143	2274	1913
WBGene00000867	cyb-2.2	4139	2802	2157	3955	3228	3188	1953	3541	3240
WBGene00000868	cyb-3	16463	10125	7542	15660	11806	12058	6814	14228	11889
WBGene00000869	cyc-1	8815	11263	8544	8861	8866	10563	7700	7639	9631
WBGene00000870	cyd-1	133	92	85	160	93	95	79	139	77
WBGene00000871	cye-1	2741	2435	2017	2548	2076	2440	1397	2511	2010
WBGene00000872	cyk-1	1747	1720	1462	1641	1415	1654	1206	1591	1393
WBGene00000874	cyk-3	2774	2762	2111	2816	2440	2797	1848	2503	2556
WBGene00000875	cyk-4	4109	4085	3114	3959	2977	3434	3100	3620	3290
WBGene00000876	cyl-1	2424	2476	1970	2424	2125	2315	1775	2136	2197
WBGene00000877	cyn-1	3705	4344	3408	4256	3736	4266	3240	3265	4195
WBGene00000878	cyn-2	469	1726	1565	635	547	789	1569	452	722
WBGene00000879	cyn-3	6150	6591	5199	6408	6428	7198	4922	5416	6993
WBGene00000880	cyn-4	1696	1522	1222	1636	1357	1636	1050	1393	1344
WBGene00000881	cyn-5	5678	8668	7064	5940	5962	7249	6887	5027	6549
WBGene00000882	cyn-6	378	565	410	367	416	518	413	305	413
WBGene00000883	cyn-7	32560	29843	23276	33343	30917	34552	23060	28511	33860
WBGene00000884	cyn-8	336	201	172	308	207	226	146	263	194
WBGene00000885	cyn-9	1167	1119	970	1225	1018	1154	847	991	1116
WBGene00000886	cyn-10	932	866	675	988	792	810	642	861	819
WBGene00000887	cyn-11	616	625	538	665	557	585	557	507	631
WBGene00000888	cyn-12	1122	1052	908	1195	981	1093	854	1048	1058
WBGene00000889	cyn-13	1710	1702	1388	1820	1492	1661	1308	1462	1556
WBGene00000890	sig-7	1510	1339	1067	1573	1259	1384	851	1302	1187
WBGene00000891	cyn-15	1705	1556	1310	1790	1496	1600	1052	1475	1620
WBGene00000892	cyn-16	869	959	677	952	781	958	558	813	864
WBGene00000893	cyn-17	4	169	75	6	4	28	105	6	11
WBGene00000894	dab-1	7255	6940	5178	6816	5905	6450	4369	6653	5948
WBGene00000895	dac-1	44	119	63	66	54	60	74	41	60
WBGene00000896	dad-1	2783	2518	1915	2760	2327	2585	1631	2424	2423
WBGene00000897	daf-1	638	588	394	635	626	673	422	590	646
WBGene00000898	daf-2	2128	2356	1706	2093	1858	2221	1334	2102	1936
WBGene00000899	daf-3	497	746	532	481	441	606	482	430	458
WBGene00000900	daf-4	824	884	675	783	749	754	547	723	757
WBGene00000901	daf-5	902	1757	1249	914	705	1003	1068	840	687
WBGene00000902	daf-6	21	56	58	19	18	26	55	14	21
WBGene00000903	daf-7	116	209	144	108	107	177	137	91	105
WBGene00000904	daf-8	218	252	146	210	229	216	166	208	259
WBGene00000905	daf-9	49	132	91	61	74	78	81	44	70
WBGene00000906	daf-10	14	43	36	14	16	22	19	12	9
WBGene00000907	daf-11	17	27	23	14	8	15	10	10	10
WBGene00000908	daf-12	426	607	472	392	351	419	351	382	392
WBGene00000910	daf-14	368	621	503	338	221	315	399	294	264
WBGene00000911	daf-15	3317	3830	2716	3238	3335	3748	2369	3111	3457
WBGene00000912	daf-16	2836	3668	2692	2924	2447	2878	2166	2691	2551
WBGene00000913	daf-18	11369	7420	5477	11191	8705	8686	4924	10104	8517
WBGene00000914	daf-19	412	407	275	402	354	392	234	372	311
WBGene00000915	hsp-90	94183	80501	59937	97434	93691	105193	56307	82555	101615
WBGene00000917	daf-25	787	738	628	819	650	721	581	676	679
WBGene00000920	daf-28	49	82	58	41	58	60	62	47	77
WBGene00000923	daf-31	1765	1558	1173	1744	1557	1863	1054	1565	1690
WBGene00000928	dao-2	35	405	241	38	32	200	339	21	47
WBGene00000929	dao-3	451	545	371	454	483	495	437	423	382
WBGene00000930	dao-4	10	264	183	0	28	75	242	12	20
WBGene00000931	dao-5	4464	5433	4574	4533	4211	5084	4276	3750	4692
WBGene00000932	dao-6	0	56	45	3	3	5	24	1	0
WBGene00000933	dap-3	1688	1906	1615	1734	1769	1976	1305	1451	1824
WBGene00000934	dat-1	30	65	73	30	18	24	53	27	34
WBGene00000935	daz-1	6448	6126	4848	5852	5215	5580	4241	5646	5349
WBGene00000936	dbl-1	114	291	206	159	120	150	176	127	132
WBGene00000937	dbr-1	1299	1156	964	1338	1036	1151	876	1051	1101
WBGene00000938	dcp-66	2234	2452	1683	2361	2275	2554	1337	2223	2186
WBGene00000939	dcr-1	4039	3939	3062	3880	3165	3705	2496	3599	3231
WBGene00000940	dcs-1	1154	1079	828	1208	936	1064	744	903	949
WBGene00000941	ddp-1	1206	1335	1079	1245	1408	1492	1097	956	1518
WBGene00000942	deb-1	2110	4288	2994	2243	2608	3271	2641	2091	2928
WBGene00000950	deg-1	127	172	121	111	143	186	93	98	164
WBGene00000951	deg-3	49	123	91	48	34	58	60	31	43
WBGene00000952	del-1	15	26	34	10	23	25	29	9	31
WBGene00000953	del-2	9	36	15	8	10	16	19	8	14
WBGene00000955	des-2	84	118	110	80	63	100	102	73	89
WBGene00000958	dgk-1	85	257	166	103	102	146	175	90	122
WBGene00000959	dgk-2	522	1026	684	553	503	631	669	437	554
WBGene00000960	dgk-3	9	33	17	7	8	7	16	6	17
WBGene00000961	dgn-1	431	989	733	495	467	668	586	431	598
WBGene00000962	dhc-1	9904	10337	7555	9935	8785	10045	6663	8934	8788
WBGene00000963	dhp-1	973	1408	1088	820	664	829	941	768	728
WBGene00000964	dhp-2	147	513	339	163	83	137	339	132	105
WBGene00000965	dhs-1	1660	1551	1146	1692	1381	1431	1052	1443	1345
WBGene00000966	dhs-2	44	204	132	45	85	110	147	50	83
WBGene00000967	dhs-3	468	1530	1142	552	1080	1283	1004	425	1075
WBGene00000968	dhs-4	79	44	43	60	65	71	15	69	39
WBGene00000969	dhs-5	123	196	130	126	136	194	128	122	166
WBGene00000970	dhs-6	2268	2318	1922	2209	1902	2276	1627	1933	2086
WBGene00000971	dhs-7	85	231	184	77	95	112	146	74	101
WBGene00000972	dhs-8	32	32	20	30	26	31	24	22	14
WBGene00000973	dhs-9	300	552	421	323	357	468	391	263	428
WBGene00000974	dhs-11	769	699	637	821	675	698	633	631	709
